customer_id,tenure,monthly_charges,total_charges
4335-BSMJS,62,25.8,1563.95
4335-UPJSI,24,19.75,498.1
4355-HBJHH,67,79.7,5293.4
4361-FEBGN,48,20.15,982.95
4366-CTOUZ,50,100.2,5038.45
4367-NUYAO,0,25.75," "
4376-KFVRS,72,114.05,8468.2
4378-MYPGO,68,105.25,7173.15
4381-MHQDC,47,65,2879.9
4389-UEFCZ,72,105.5,7544
4393-GEADV,70,114.75,7842.3
4419-UJMUS,69,99.35,6856.45
4443-EMBNA,71,24.75,1836.9
4452-ROHMO,15,19.6,331.6
4458-KVRBJ,59,25,1510.5
4472-LVYGI,0,52.55," "
4475-NVTLU,45,19.2,903.7
4500-HKANN,23,59.7,1414.2
4513-CXYIX,71,80.7,5676
4521-WFJAI,56,25.95,1444.05
4526-EXKKN,40,24.6,973.95
4526-RMTLL,8,76.15,645.8
4534-WGCIR,58,25.15,1509.9
4565-NLZBV,71,24.65,1710.15
4568-KNYWR,52,63.25,3342.45
4573-JKNAE,12,19.35,212.3
4589-IUAJB,70,24.25,1724.15
4609-KNNWG,27,19.9,550.1
4615-PIVVU,42,66.5,2762.75
4616-ULAOA,65,110.8,7245.9
4622-YNKIJ,33,88.95,3027.65
4625-LAMOB,44,20.4,905.55
4625-XMOYM,72,26.25,1988.05
4627-MIHJH,69,110.25,7467.55
4635-EJYPD,32,18.95,613.95
4641-FROLU,30,19.3,602.9
4648-YPBTM,53,73.9,3958.25
4652-ODEVH,45,24.45,1088.25
4654-ULTTN,70,74.8,5315.8
4656-CAURT,69,23.95,1713.1
4664-NJCMS,33,59.55,2016.3
4670-TABXH,72,109.75,7758.9
4671-VJLCL,63,79.85,4861.45
4674-HGNUA,71,89.9,6457.15
4676-WLUHT,54,46.2,2431.95
4683-WYDOU,62,107.6,6912.7
4686-GEFRM,70,98.7,6858.9
4698-KVLLG,51,19.6,967.9
4701-LKOZD,70,89.75,6367.2
4703-MQYKT,21,19.6,390.4
4707-MAXGU,72,25.85,1872.2
4713-ZBURT,45,99.7,4634.35
4717-GHADL,50,79.6,4024.2
4718-WXBGI,72,91.95,6614.9
4723-BEGSG,72,86.65,6094.25
4735-BJKOU,40,20.15,804.85
4737-AQCPU,72,72.1,5016.65
4737-HOBAX,63,79.8,5034.05
4742-TXUEX,47,19.3,890.5
4751-ERMAN,72,75.4,5480.25
4774-HHGGS,30,19.05,637.55
4778-IZARL,63,110.1,6705.7
4779-ZGICK,48,23.55,1173.35
4782-OSFXZ,71,82.7,5831.2
4785-FCIFB,61,24.4,1417.9
4804-NCPET,19,20.2,387.4
4806-DXQCE,70,113.65,7714.65
4807-IZYOZ,51,20.65,1020.75
4817-KEQSP,71,19.85,1326.35
4821-WQOYN,72,20.1,1326.25
4822-LPTYJ,72,103.75,7346.2
4825-FUREZ,42,20.25,835.5
4827-DPADN,72,83.3,6042.7
4829-ZLJTK,72,112.4,8046.85
4835-YSJMR,39,49.8,1971.15
4836-WNFNO,72,25,1849.2
4837-PZTIC,47,41.9,1875.25
4849-PYRLQ,56,73.25,4054.2
4853-RULSV,70,104,7250.15
4854-SSLTN,2,59.5,130.5
4859-ZSRDZ,58,55.5,3166.9
4872-JCVCA,71,47.6,3377.8
4878-BUNFV,42,20.7,828.85
4883-KCPZJ,22,25.25,555.4
4884-LEVMQ,39,20.45,790
4884-TVUQF,57,101.3,5779.6
4891-NLUBA,61,61.45,3751.15
4896-CPRPF,35,25.45,809.25
4900-MSOMT,72,80.2,5714.2
4909-JOUPP,72,109.7,7898.45
4915-BFSXL,70,68.95,4858.7
4922-CVPDX,26,73.5,1905.7
4933-BSAIP,40,19.1,780.1
4940-KHCWD,60,37.7,2288.7
4950-HKQTE,22,26.25,605.9
4957-SREEC,70,20.35,1458.1
4967-WPNCF,72,63.7,4464.8
4973-MGTON,71,84.4,5969.3
4979-HPRFL,56,24.15,1402.25
4990-ALDGW,57,20.75,1118.8
4992-LTJNE,72,55.3,3983.6
4994-OBRSZ,14,76.1,1054.8
5003-XZWWO,71,84.2,5956.85
5006-MXVRN,39,20.7,762.45
5010-IPEAQ,67,54.2,3623.95
5013-SBUIH,50,109.65,5551.15
5014-GSOUQ,13,19.95,243.65
5038-ETMLM,72,113.65,8182.75
5044-XDPYX,51,25.5,1281.25
5055-BRMNE,67,106.7,7009.5
5057-RKGLH,9,20.35,191.1
5063-IUOKK,13,19.75,265.75
5067-WJEUN,67,54.2,3838.2
5075-JSDKI,59,24.45,1493.1
5089-IFSDP,58,109.45,6144.55
5090-EMGTC,59,100.05,6034.85
5093-FEGLU,47,19.65,921.55
5095-ETBRJ,55,56.8,3112.05
5110-CHOPY,60,53.6,3237.05
5115-GZDEL,72,67.2,4671.7
5115-SQAAU,69,25.6,1673.4
5117-ZSMHQ,71,89.9,6342.7
5124-EOGYE,31,20.45,638.55
5126-RCXYW,54,46,2424.05
5129-HHMZC,43,86.45,3574.5
5130-YPIRV,62,72,4284.2
5135-GRQJV,72,114.5,8331.95
5135-RDDQL,63,50.65,3221.25
5146-YYFRZ,67,19.95,1311.75
5148-HKFIR,20,19.7,406.95
5148-ORICT,64,74.35,4759.55
5153-LXKDT,68,110.2,7467.5
5158-RIVOP,11,20.9,202.3
5161-UBZXI,69,106.35,7261.75
5161-XEUVX,37,94.3,3460.95
5171-EPLKN,27,19.85,470
5172-RKOCB,72,108.95,7875
5176-LMJXE,47,20.55,945.7
5176-OLSKT,66,66.9,4370.25
5181-OABFK,56,61.3,3346.8
5183-KLYEM,72,112.75,8192.6
5193-QLVZB,63,104.75,6536.5
5197-LQXXH,71,83.3,5894.5
5197-YPYBZ,12,25.25,274.7
5208-FVQKB,70,67.95,4664.15
5214-NLTIT,72,90.8,6511.8
5220-AGAAX,68,24,1664.3
5227-JSCFE,71,46.35,3353.4
5229-DTFYB,41,98.8,3959.15
5231-FIQPA,41,19.85,810.45
5232-NXPAY,47,74.45,3510.3
5236-PERKL,57,112.95,6465
5242-UOWHD,45,20.35,929.2
5248-KWLAR,71,90.35,6325.25
5248-RPYWW,72,90.15,6716.45
5248-YGIJN,72,90.25,6369.45
5249-QYHEX,40,24.8,1024.7
5256-SKJGO,64,54.6,3423.5
5271-YNWVR,68,113.15,7856
5275-PMFUT,72,64.8,4719.75
5278-PNYOX,49,100.65,4917.75
5286-YHCVC,72,104.8,7470.1
5296-BFCYD,46,20.1,936.85
5296-PSYVW,72,24.55,1750.7
5304-EFJLP,72,111.65,8022.85
5310-NOOVA,46,19.95,907.05
5317-FLPJF,66,61.35,4193.4
5318-YKDPV,43,79.15,3566.6
5320-BRKGK,58,75.8,4415.75
5321-NTRKC,66,79.85,5234.95
5322-TEUJK,71,114.6,8100.25
5322-ZSMZY,31,25.75,755.6
5327-CNLUQ,48,96.9,4473.45
5327-XOKKY,72,73.45,5329
5329-KRDTM,72,77.35,5396.25
5334-AFQJB,72,25.1,1789.9
5338-YHWYT,37,61.45,2302.35
5346-BZCHP,69,19.4,1346.2
5356-KZCKT,58,24.45,1513.6
5360-LJCNJ,71,105.15,7555
5360-XGYAZ,72,65.65,4664.5
5375-XLDOF,69,114.35,7665.8
5377-NDTOU,71,91.05,6293.75
5394-MEITZ,60,80.6,4946.7
5397-NSKQG,67,50.9,3281.65
5406-KGRMX,71,24.55,1719.15
5414-OFQCB,57,90.45,5229.8
5440-FLBQG,69,108.4,7318.2
5442-PPTJY,12,19.7,258.35
5451-YHYPW,72,115.75,8443.7
5453-YBTWV,70,101.1,6994.8
5456-ITGIC,72,64.45,4641.1
5457-COLHT,69,80.65,5542.55
5458-CQJTA,65,74.8,4820.15
5465-BUBFA,41,19.3,772.4
5469-NUJUR,19,19.95,373.5
5472-CVMDX,68,38.9,2719.2
5480-XTFFL,31,21,697.7
5485-ITNPC,66,85.9,5595.3
5494-WOZRZ,71,82,5999.85
5495-GPSRW,20,19.7,419.4
5514-YQENT,41,111.15,4507.15
5529-GIBVH,47,20.15,1046.2
5542-NKVRU,42,20.75,844.45
5549-ZGHFB,50,24.95,1261.45
5567-GZKQY,58,20.3,1131.5
5574-NXZIU,63,109.2,7049.75
5583-EJXRD,44,54.05,2375.2
5598-IKHQQ,72,25.45,1866.45
5605-XNWEN,72,25,1802.55
5614-DNZCE,58,64.9,3795.45
5622-UEJFI,35,25.4,949.8
5641-DMBFJ,58,84.3,4916.4
5647-URDKA,8,19.7,130.25
5656-JAMLX,62,19.85,1253.65
5656-MJEFC,42,48.15,2032.3
5663-QBGIS,72,98.35,6929.4
5666-MBJPT,65,25.1,1725
5668-MEISB,72,106.1,7657.4
5671-RQRLP,70,75.65,5411.4
5676-CFLYY,71,73.35,5154.5
5680-LQOGP,68,82.45,5646.6
5684-FJVYR,72,90.35,6563.4
5693-PIPCS,41,99.65,4220.35
5696-CEIQJ,67,103.15,6895.5
5696-EXCYS,17,19.45,369.05
5696-JVVQY,48,70.1,3238.4
5699-BNCAS,71,24.65,1766.75
5702-KVQRD,71,82.55,5832.65
5707-ZMDJP,53,69.7,3729.6
5709-LVOEQ,0,80.85," "
5716-EZXZN,65,99.05,6416.7
5726-CVNYA,8,19.85,146.6
5727-MYATE,72,90.8,6397.6
5730-DBDSI,66,19.7,1253.8
5736-YEJAX,69,79.45,5502.55
5743-KHMNA,71,25.55,1898.1
5748-RNCJT,69,106.5,7348.8
5751-USDBL,46,81,3846.35
5762-TJXGK,52,58.75,3038.55
5766-FTRTS,72,84.45,6033.1
5781-BKHOP,72,100.65,7334.05
5781-RFZRP,71,73.5,5357.75
5787-KXGIY,72,19.3,1304.8
5788-YPOEG,34,84.75,2839.45
5792-JALQC,52,59.85,3103.25
5793-YOLJN,55,21,1210.3
5795-KTGUD,68,110.8,7553.6
5799-JRCZO,63,19.5,1215.1
5803-NQJZO,72,67.8,4804.65
5804-JMYIO,39,19.75,757.95
5816-JMLGY,70,80.4,5717.85
5821-MMEIL,57,19.9,1115.6
5840-NVDCG,16,68.25,1114.85
5845-BZZIB,35,20.1,655.3
5846-ABOBJ,71,24.45,1730.65
5846-NEQVZ,71,70.85,4973.4
5848-FHRFC,68,20.05,1386.9
5854-KSRBJ,70,25.4,1782.05
5855-EIBDE,49,106.65,5174.35
5859-HZYLF,26,19.15,515.75
5862-BRIXZ,46,60.75,2893.4
5879-HMFFH,72,88.05,6520.8
5884-FBCTL,72,25.1,1857.85
5887-IKKYO,58,94.35,5563.65
5893-KCLGT,72,19.75,1567
5893-PYOLZ,56,81.8,4534.45
5902-WBLSE,70,20.15,1411.2
5914-XRFQB,72,115.8,8424.9
5915-ANOEI,70,79.15,5536.5
5930-GBIWP,69,81.5,5553.25
5939-SXWHM,48,26.3,1245.05
5954-BDFSG,72,107.5,7853.7
5965-GGPRW,72,105.25,7609.75
5968-HYJRZ,47,24.55,1160.45
5970-GHJAW,46,19.95,862.4
5980-BDHPY,72,87.1,6230.1
5982-PSMKW,23,91.1,2198.3
5982-XMDEX,65,26.5,1698.55
5989-AXPUC,68,118.6,7990.05
5993-JSUWV,66,61.15,4017.45
5995-LFTLE,58,25.3,1474.35
5996-EBTKM,67,69.9,4615.9
5997-OPVFA,72,89.05,6254.45
5998-DZLYR,61,94.35,5703
6000-UKLWI,41,20.15,802.35
6007-TCTST,72,115.8,8476.5
6010-DDPPW,70,25.15,1940.85
6013-BHCAW,61,81,4976.15
6023-GSSXW,69,61.45,4131.2
6024-RUGGH,72,25.2,1798.9
6034-ZRYCV,72,54.2,3937.45
6035-RIIOM,54,97.2,5129.45
6048-NJXHX,41,19.75,899.45
6048-UWKAL,69,105.4,6998.95
6050-FFXES,69,105.35,7240.65
6060-QBMGV,70,19.85,1433.8
6064-ZATLR,27,52.85,1498.65
6080-LNESI,51,24.75,1234.6
6087-YPWHO,72,68.15,4808.7
6103-LIANB,59,99.5,5861.75
6115-ZTBFQ,72,65.5,4919.7
6119-SPUDB,46,38.25,1755.35
6120-RJKLU,62,79.95,4819.75
6122-EFVKN,24,35.75,830.8
6122-LJADA,70,90.15,6237.05
6134-KWTBV,62,23.4,1429.65
6139-ZZRBQ,64,20.05,1198.05
6164-HAQTX,71,53.95,3888.65
6166-YIPFO,72,64.7,4746.05
6169-PGNCD,57,74.3,4166.35
6169-PPETC,35,20.5,759.35
6176-YJWAS,72,97.95,7114.25
6177-PEVRA,48,55.5,2627.35
6181-AXXYF,72,24.75,1859.1
6196-HBOBZ,65,99.35,6347.55
6199-IPCAO,29,26.1,692.55
6203-HBZPA,52,63.9,3334.95
6211-WWLTF,63,99.7,6330.4
6217-KDYWC,57,19.6,1170.55
6234-RAAPL,72,99.9,7251.7
6242-FEGFD,66,96.6,6424.25
6244-BESBM,69,95.2,6671.7
6248-TKCQV,70,80.6,5460.2
6253-GNHWH,71,71.1,5224.95
6257-DTAYD,71,104.15,7365.3
6258-PVZWJ,68,90.8,6302.85
6265-FRMTQ,31,20.4,609.1
6283-GITPX,71,76.9,5522.7
6285-FTQBF,72,25.55,1867.7
6288-CHQJB,54,69.95,3871.85
6292-TOSSS,50,24.9,1195.25
6295-OSINB,72,109.65,7880.25
6297-NOOPG,70,110.5,7752.05
6308-CQRBU,71,109.25,7707.7
6322-PJJDJ,49,94.8,4690.65
6323-AYBRX,59,19.35,1099.6
6339-RZCBJ,48,78.9,3771.5
6339-TBELP,71,86.4,6172
6340-DACFT,50,20.55,1070.25
6345-FZOQH,69,19.9,1363.45
6348-SNFUS,72,55.45,4179.2
6349-JDHQP,53,19.85,1049.6
6365-HITVU,71,87.25,6328.7
6368-TZZDT,4,19.5,96.85
6369-MCAKO,68,89.05,6185.8
6370-ZVHDV,61,25.3,1554.9
6371-NZYEG,16,64.25,1024
6374-AFWOX,46,65.65,3047.15
6374-NTQLP,72,104.1,7447.7
6384-VMJHP,72,73,5265.2
6386-SZZKH,49,107.95,5293.2
6407-GSJNL,51,24.95,1288
6408-WHTEF,72,89.4,6376.55
6418-HNFED,51,83.25,4089.45
6418-PIQSP,62,81,4985.9
6425-JWTDV,48,19.25,855.1
6427-FEFIG,24,78.6,1846.65
6434-TTGJP,10,53.7,521
6435-VWCCY,65,92.7,5968.4
6437-UDQJM,72,84.1,6129.65
6439-PKTRR,70,80.7,5617.95
6445-TNRXS,68,114.7,7849.85
6461-SZMCV,71,87.95,6365.35
6463-HHXJR,71,100.5,7030.65
6463-MVYRY,57,69.85,4003
6479-SZPLM,36,19.45,754.5
6479-VDGRK,72,85.3,6129.2
6484-LATFU,68,24.55,1657.4
6485-QXWWE,62,26,1638.7
6504-VBLFL,55,58.6,3068.6
6505-OZNPG,6,63.4,348.8
6516-NKQBO,38,81,3084.9
6518-KZXCB,22,25.25,566.5
6518-PPLMZ,53,19.4,1110.35
6519-ZHPXP,72,108.3,7679.65
6522-OIQSX,69,54.95,3772.5
6549-BTYPG,60,60.8,3603.45
6551-VLJMV,34,20.05,679
6556-DBKZF,71,76.05,5436.45
6559-ILWKJ,71,49.35,3515.25
6568-POCUI,45,95.2,4285.8
6582-PLFUU,51,19.55,1086.75
6583-SZVGP,48,108.1,5067.45
6585-WCEWR,72,20.35,1354.4
6586-MYGKD,70,76.95,5289.8
6603-QWSPR,46,104.4,4904.2
6603-YRDCJ,33,61.05,2018.4
6609-MXJHJ,30,25.1,789.55
6614-FHDBO,72,109.2,7878.3
6614-YOLAC,71,58.65,4145.25
6614-YWYSC,61,25,1501.75
6616-AALSR,65,104.3,6725.3
6619-RPLQZ,45,20.85,892.15
6621-NRZAK,63,20,1209.25
6625-FLENO,58,20.75,1185.95
6625-IUTTT,67,65.55,4361.55
6631-HMANX,72,85.45,6227.5
6650-BWFRT,72,117.15,8529.5
6651-RLGGM,67,26.3,1688.9
6656-GULJQ,72,83.55,6093.3
6670-MFRPK,69,79.2,5420.65
6680-NENYN,43,104.6,4759.85
6681-ZSEXG,56,59.5,3389.25
6685-XSHHU,60,20.95,1270.55
6691-CCIHA,62,84.95,5150.55
6695-AMZUF,70,86.45,5950.2
6695-FRVEC,67,60.4,3953.7
6696-YDAYZ,16,20.5,290.55
6698-OXETB,11,20.4,231.45
6701-DHKWQ,61,51.35,3244.4
6701-YVNQG,72,88.7,6301.7
6719-FGEDO,72,97,7104.2
6723-CEGQI,65,45.25,2933.95
6725-TPKJO,44,20.05,845.25
6726-NNFWD,71,89.45,6435.25
6727-IOTLZ,14,81.95,1181.75
6732-VAILE,70,85.95,5931.75
6733-LRIZX,35,108.95,4025.5
6734-FQAJX,67,105.05,7171.7
6734-JDTTV,65,19.85,1267.05
6734-PSBAW,72,23.55,1723.95
6741-QRLUP,63,80.3,4995.35
6749-UTDVX,72,103.65,7634.8
6754-LZUKA,61,80.9,4932.5
6762-NSODU,46,19.4,958.15
6762-QVYJO,58,59.75,3624.35
6766-HFKLA,56,103.2,5744.35
6770-UAYGJ,49,25.25,1211.65
6797-LNAQX,70,98.3,6859.5
6804-GDMOI,61,106.6,6428.4
6813-GZQCG,45,24.65,1171.3
6828-HMKWP,12,21.05,262.05
6837-HAEVO,69,105,7297.75
6838-YAUVY,54,95.1,5064.85
6848-HJTXY,64,19.45,1208.6
6855-VLGOS,72,20.55,1432.55
6857-TKDJV,67,24.65,1620.45
6859-QNXIQ,72,113.1,8248.5
6867-ACCZI,24,52.5,1208.15
6870-ZWMNX,70,76.1,5264.25
6885-PKOAM,71,85.75,6223.8
6892-BOGQE,71,20.9,1493.2
6897-RWMUB,61,68.05,4158.25
6898-RBTLU,49,79.3,3902.45
6900-RBKER,52,89.45,4577.75
6901-GOGZG,60,84.95,4984.85
6904-JLBGY,72,117.35,8436.25
6916-HIJSE,65,84.85,5459.2
6917-FIJHC,72,26,1776
6919-ELBGL,72,114.95,8196.4
6923-AQONU,23,20.9,454
6925-BAYGL,53,25.1,1275.6
6928-ONTRW,72,19.7,1379.8
6950-TWMYB,54,79.95,4362.05
6953-PBDIN,70,72.95,5265.55
6961-MJKBO,47,20.45,943
6963-EZQEE,70,88.55,6306.5
6963-KQYQB,70,24.05,1764.75
6976-BWGLQ,72,25.2,1787.35
6980-IMXXE,69,20.2,1412.65
6990-YNRIO,65,108.65,6937.95
6993-YCOBK,60,110.6,6586.85
6993-YGFJV,69,112.55,7806.5
6997-UVGOX,71,85.45,6029.9
6999-CHVCF,68,102.1,7149.35
7005-CYUIL,71,99.4,7168.25
7008-LZVOZ,66,25.3,1672.35
7010-BRBUU,72,24.1,1734.65
7014-ZZXAW,71,24.25,1732.95
7017-VFHAY,61,115.1,7008.15
7018-FPXHH,56,59.8,3457.45
7021-XSNYE,7,49.65,305.55
7025-WCBNE,47,59.6,2754
7030-FZTFM,72,110.9,7922.75
7033-CLAMM,48,20.2,1027.25
7036-TYDEC,69,104,7028.5
7037-MTYVW,38,85.4,3297
7054-DMVAS,54,65.3,3512.9
7055-JCGNI,70,111.95,7795.95
7064-JHXCE,62,20.05,1263.9
7083-MIOPC,72,20.25,1566.9
7096-ZNBZI,72,26.45,1914.5
7101-HRBLJ,72,83.7,6096.9
7109-CQYUZ,52,89.25,4652.4
7110-BDTWG,71,47.05,3263.6
7113-HIPFI,66,65.85,4097.05
7114-AEOZE,60,19.85,1128.1
7115-IRDHS,72,24.65,1830.05
7131-ZQZNK,60,59.85,3590.2
7134-HBPBS,72,108.1,7774.05
7138-GIRSH,50,69.5,3418.2
7139-JZFVG,60,60.5,3694.45
7157-SMCFK,61,19.75,1124.2
7159-NOKYQ,67,93.15,6368.2
7161-DFHUF,71,23.85,1672.1
7162-WPHPM,58,71.6,4230.25
7164-BPTUT,57,89.55,5012.35
7167-PCEYD,67,19.8,1311.3
7169-YWAMK,72,68.4,4855.35
7173-TETGO,72,78.5,5602.25
7176-WRTNX,70,114.95,7711.25
7182-OVLBJ,62,101.15,6638.35
7191-ADRGF,44,54.3,2390.45
7196-LIWRH,6,19.55,124.45
7197-VOJMM,67,69.2,4671.65
7205-BAIAD,40,20.6,827.3
7208-PSIHR,70,104.3,7188.5
7225-IILWY,68,25.75,1686.15
7233-PAHHL,66,84,5714.25
7242-EDTYC,44,19.55,819.95
7253-UVNDW,46,54.35,2460.15
7255-SSFBC,72,112.25,8041.65
7267-FRMJW,25,20.1,486.05
7268-WNTCP,62,20.45,1297.35
7274-CGTOD,62,43.7,2618.3
7277-KAMWT,13,20,268.45
7284-ZZLOH,45,53.3,2296.25
7293-LSCDV,60,19.25,1103.25
7301-ABVAD,72,86.6,6350.5
7306-YDSOI,69,59.75,4069.9
7317-GGVPB,71,108.6,7690.9
7321-KKSDU,32,20.5,696.8
7321-ZNSLA,13,40.55,590.35
7322-OCWHC,72,93.05,6735.05
7328-ZJAJO,59,19.5,1222.65
7337-CINUD,8,19.5,159.35
7340-KEFQE,51,34.2,1782
7349-ALMUX,37,65.6,2313.8
7359-SSBJK,64,70.2,4481
7359-WWYJV,72,114.45,8375.05
7375-WMVMT,71,95.5,6707.15
7398-HPYZQ,71,90.55,6404
7399-QHBJS,72,66.75,4760.3
7401-JIXNM,54,91.3,4965
7408-OFWXJ,72,89.8,6510.45
7416-CKTEP,57,19.6,1134.25
7427-AUFPY,54,19.65,1008.7
7446-KQISO,45,109.75,4900.65
7463-IFMQU,72,20.05,1423.65
7469-LKBCI,16,18.95,326.8
7473-ZBDSN,14,18.8,255.55
7480-SPLEF,69,26,1796.55
7492-TAFJD,7,38.55,280
7493-GVFIO,57,20.55,1252.85
7501-IWUNG,61,73.8,4616.05
7503-EPSZW,64,24.05,1559.15
7503-MIOGA,72,89.85,6697.35
7508-DQAKK,64,86.4,5442.05
7515-LODFU,69,20.3,1356.3
7516-GMHUV,50,105.05,5163.3
7519-JTWQH,69,110.5,7455.45
7524-VRLPL,69,74.1,5031
7527-QNRUS,17,25.15,412.6
7552-KEYGT,27,19.55,520.55
7554-NEWDD,10,25.7,251.6
7558-IMLMT,67,20.8,1411.9
7560-QJAVJ,70,79.6,5589.45
7564-GHCVB,72,79.05,5730.7
7566-DSRLQ,72,110.15,7998.8
7569-NMZYQ,72,118.75,8672.45
7570-WELNY,68,84.7,5711.05
7572-KPVKK,62,104.05,6590.5
7579-KKLOE,71,91.25,6589.6
7596-IIWYC,27,20.25,538.2
7596-ZYWBB,65,59.6,3739.8
7599-NTMDP,62,48.7,3008.55
7601-DHFWZ,48,24,1183.05
7601-GNDYK,35,19.6,686.95
7602-DBTOU,71,19.6,1416.5
7602-MVRMB,72,110.45,8058.85
7605-BDWDC,31,49.85,1520.1
7606-BPHHN,72,19.8,1468.75
7608-RGIRO,62,24.4,1413
7609-YBPXG,54,87.1,4735.2
7622-FWGEW,56,85.65,4824.45
7633-MVPUY,57,59.75,3450.15
7634-HLQJR,47,20.05,1016.7
7639-LIAYI,52,79.75,4217.8
7639-OPLNG,70,79.25,5731.85
7641-TQFHN,39,100.55,3895.35
7643-RCHXS,63,19.35,1263.85
7644-OMVMY,0,19.85," "
7647-GYYKX,54,20.35,1092.35
7649-SIJJF,71,80.1,5585.4
7663-CUXZB,59,113.75,6561.25
7663-YJHSN,72,103.95,7556.9
7665-NKLAV,36,40.65,1547.35
7666-WKRON,39,80.45,3201.55
7673-BQGKU,69,20.15,1337.5
7684-XSZIY,72,24.3,1643.25
7688-AWMDX,71,54.5,3778.2
7691-XVTZH,68,89.95,5974.3
7695-PKLCZ,68,20.5,1424.9
7696-CFTAT,37,19.8,726.1
7710-JSYOA,69,93.3,6398.05
7711-GQBZC,71,24.7,1810.55
7717-BICXI,60,20.55,1205.05
7722-VJRQD,72,60.95,4549.05
7729-XBTWX,66,19.75,1344.5
7730-CLDSV,72,98.65,7129.45
7740-BTPUX,55,113.6,6292.7
7758-UJWYS,34,40.55,1325.85
7762-URZQH,66,106.05,6981.35
7765-LWVVH,72,95.1,6843.15
7771-CFQRQ,47,63.8,3007.25
7771-ZONAT,22,56.75,1304.85
7779-ORAEL,45,75.15,3480.35
7781-HVGMK,72,65.2,4784.45
7799-LGRDP,43,25.7,1188.2
7815-PDTHL,35,20.2,684.4
7816-VGHTO,6,40.55,217.5
7826-VVKWT,24,96.55,2263.45
7850-THJMU,26,19.65,494.9
7860-KSUGX,72,64.45,4720
7860-UXCRM,63,74.5,4674.55
7868-TMWMZ,60,110,6668.35
7873-CVMAW,72,88.55,6362.35
7876-DNYAP,69,19.8,1436.95
7898-PDWQE,71,80.4,5727.15
7921-BEPCI,72,59.75,4265
7923-IYJWY,67,116.1,7839.85
7929-SKFGK,70,114.3,8244.3
7941-RCJOW,65,19.55,1218.65
7945-PRBVF,35,21.45,705.45
7951-QKZPL,33,24.5,740.3
7954-MLBUN,31,99.45,3109.9
7963-SHNDT,52,39.1,1982.1
7969-FFOWG,65,19.9,1292.6
7971-HLVXI,72,84.5,6130.85
7973-DZRKH,66,90.95,5930.05
7975-JMZNT,66,91.7,6075.9
7977-HXJKU,21,19.6,397
7980-MHFLQ,72,24.9,1859.2
7996-BPXHY,13,25,332.5
7996-MHXLW,66,25.15,1683.6
7998-WNZEM,71,80.6,5708.2
8007-YYPWD,15,25.05,369.1
8015-IHCGW,72,115.5,8425.15
8024-XNAFQ,72,107.4,7748.75
8028-PNXHQ,62,24.25,1424.6
8029-XYPWT,71,115.05,8016.6
8039-ACLPL,72,68.75,4888.2
8039-EQPIM,69,60.25,4055.5
8041-TMEID,63,108.5,6991.9
8043-PNYSD,63,19.55,1245.6
8046-DNVTL,62,38.6,2345.55
8050-DVOJX,49,81.35,4060.9
8060-HIWJJ,64,86.55,5632.55
8067-NIOYM,24,21.1,490.65
8069-RHUXK,67,35.7,2545.7
8071-SBTRN,70,111.15,7737.55
8085-MSNLK,62,113.95,6891.4
8089-UZWLX,71,104.05,7413.55
8092-NLTGF,72,24.75,1777.6
8098-TDCBU,42,25.25,1108.2
8099-MZPUJ,48,111.8,5443.65
8100-PNJMH,68,88.85,6132.7
8106-GWQOK,38,60,2193.2
8107-RZLNV,72,106.3,7565.35
8125-QPFJD,72,84.9,6065.3
8129-GMVGI,56,20.05,1090.1
8143-ETQTI,23,19.65,451.55
8144-DGHXP,54,80.6,4299.95
8146-QQKZH,71,81.85,5924.4
8148-NLEGT,42,22.95,1014.25
8148-WOCMK,8,19.6,125
8152-VETUR,72,97.7,6869.7
8164-OCKUJ,59,20.6,1286
8165-CBKXO,66,56.75,3708.4
8165-ZJRNM,72,23.75,1679.25
8166-ZZTFS,66,80.55,5265.1
8169-SAEJD,69,56.55,3952.65
8173-RXAYP,24,19.7,452.55
8174-LNWMW,31,20.9,689.35
8174-TBVCF,70,94.8,6859.05
8181-YHCMF,68,60.3,4109
8197-BFWVU,72,93.25,6688.95
8200-LGKSR,71,83.2,6126.1
8204-YJCLA,72,64.8,4732.35
8205-VSLRB,70,77.3,5498.2
8207-DMRVL,72,114.55,8306.05
8207-VVMYB,70,26,2006.95
8208-EUMTE,16,54.85,916.15
8215-NGSPE,42,20,833.55
8216-AZUUZ,42,100.4,4303.65
8218-FFJDS,72,86.4,6058.95
8219-VYBVI,39,25,1004.35
8221-HVAYI,35,69.15,2490.15
8224-KDLKN,72,25,1738.9
8229-BUJHX,71,20.5,1500.95
8232-CTLKO,66,59.75,3996.8
8232-UTFOZ,69,19.95,1399.35
8234-GSZYK,43,26.45,1110.05
8237-ULIXL,72,24.85,1871.85
8242-PDSGJ,70,39.15,2692.75
8261-GWDBQ,60,116.05,6925.9
8263-QMNTJ,72,115.55,8425.3
8265-HKSOW,72,107.45,7658.3
8285-ABVLB,70,19.85,1328.35
8292-ITGYJ,45,24.65,1138.8
8295-KMENE,59,76.45,4519.5
8309-PPCED,72,110.45,7982.5
8311-UEUAB,67,75.5,5229.45
8313-AFGBW,47,73.6,3522.65
8314-HTWVE,7,19.85,144.15
8316-BBQAY,65,59.95,3921.1
8336-TAVKX,72,78.45,5682.25
8338-QIUNR,72,66.5,4811.6
8345-MVDYC,45,81.65,3618.7
